Customer ID,Year,Order Date,Source City,Destination City,Distance,Planned Delivery Date,Actual Delivery Date,Shipment Delay,Price Charged,Cost,Profit
20727,Covid,12/08/21,Varanasi,Ramnagar,883,14/08/21,14/08/21,0,350,262.5,87.5
20728,Covid,21/03/21,Khair,"Vijainagar, Ajmer",2087,26/03/21,28/03/21,2,500,380,120
20729,Covid,16/09/21,Panruti,Mahasamund,2083,21/09/21,23/09/21,2,500,375,125
20730,Covid,14/12/20,Hisar,Tarn Taran,1511,18/12/20,19/12/20,1,500,395,105
20731,Post Covid,14/12/22,Sarni,Parvathipuram,2446,19/12/22,18/12/22,-1,500,260,240
20732,Post Covid,12/11/22,Makrana,Murliganj,2463,17/11/22,16/11/22,-1,500,280,220
20733,Covid,18/09/21,Paradip,Narsinghgarh,1479,21/09/21,22/09/21,1,350,290.5,59.5
20734,Post Covid,05/12/22,Piro,Shahpur,261,06/12/22,06/12/22,0,200,118,82
20735,Covid,09/09/21,Gopalganj,Todaraisingh,966,11/09/21,11/09/21,0,350,269.5,80.5
20736,Covid,14/11/21,Anakapalle,BhabUrban Agglomeration,2179,19/11/21,21/11/21,2,500,395,105
20737,Covid,20/07/20,Narsipatnam,Sankari,184,21/07/20,21/07/20,0,100,85,15
20738,Covid,01/10/20,"Shahabad, Hardoi",Mariani,1179,04/10/20,05/10/20,1,350,273,77
20739,Post Covid,28/03/22,Tarakeswar,Neyyattinkara,567,30/03/22,30/03/22,0,200,120,80
20740,Covid,03/11/20,Solan,Najibabad,1830,07/11/20,09/11/20,2,500,395,105
20741,Covid,11/09/21,Uran,Manuguru,702,13/09/21,13/09/21,0,200,162,38
20742,Covid,14/10/21,Ponnur,Pali,370,15/10/21,15/10/21,0,200,152,48
20743,Covid,08/02/21,Hindupur,Ponneri,1894,12/02/21,14/02/21,2,500,385,115
20744,Covid,15/10/21,Nagapattinam,Jind,1102,18/10/21,19/10/21,1,350,273,77
20745,Post Covid,19/03/22,Pilibanga,Ramdurg,2036,24/03/22,23/03/22,-1,500,265,235
20746,Post Covid,29/06/22,Sausar,Chirkunda,259,30/06/22,30/06/22,0,200,112,88
20747,Covid,11/06/20,Tanda,Narkhed,1853,15/06/20,17/06/20,2,500,405,95
20748,Post Covid,24/06/22,Mundargi,Rayadurg,1005,27/06/22,27/06/22,0,350,203,147
20749,Covid,24/03/20,Rajgarh (Churu),Rajampet,813,26/03/20,26/03/20,0,350,276.5,73.5
20750,Covid,25/06/20,Talcher,Safidon,1931,29/06/20,01/07/20,2,500,400,100
20751,Covid,20/09/21,Firozpur,Vatakara,1847,24/09/21,26/09/21,2,500,415,85
20752,Post Covid,22/06/22,Wadi,Rajula,388,23/06/22,23/06/22,0,200,102,98
20753,Post Covid,23/04/22,Solapur,Sahaswan,2297,28/04/22,27/04/22,-1,500,270,230
20754,Post Covid,04/10/22,Koyilandy,Bengaluru,253,05/10/22,05/10/22,0,200,116,84
20755,Post Covid,04/06/22,Parangipettai,Amreli,1191,07/06/22,07/06/22,0,350,196,154
20756,Covid,14/12/20,Anantnag,Nawabganj,2330,19/12/20,21/12/20,2,500,425,75
20757,Post Covid,29/09/22,Tirora,Bahraich,344,30/09/22,30/09/22,0,200,120,80
20758,Post Covid,28/07/22,Amroha,Eluru,1892,01/08/22,31/07/22,-1,500,265,235
20759,Post Covid,26/03/22,Ratia,Naharlagun,211,27/03/22,27/03/22,0,100,59,41
20760,Covid,18/07/21,Changanassery,Guntakal,526,20/07/21,20/07/21,0,200,158,42
20761,Covid,14/10/21,Ramngarh,Tilhar,1403,17/10/21,18/10/21,1,350,269.5,80.5
20762,Covid,17/09/20,Vapi,Baleshwar Town,1266,20/09/20,21/09/20,1,350,290.5,59.5
20763,Covid,22/02/21,Pehowa,Wardha,954,24/02/21,24/02/21,0,350,297.5,52.5
20764,Post Covid,22/01/22,Maner,Charkhi Dadri,639,24/01/22,24/01/22,0,200,104,96
20765,Post Covid,16/05/22,Loni,Seoni-Malwa,886,18/05/22,18/05/22,0,350,178.5,171.5
20766,Covid,04/12/20,Vijapur,Panna,1414,07/12/20,08/12/20,1,350,294,56
20767,Post Covid,18/08/22,Koratla,Anakapalle,1461,21/08/22,21/08/22,0,350,199.5,150.5
20768,Covid,22/02/21,Mangaluru,Samdhan,2095,27/02/21,01/03/21,2,500,375,125
20769,Post Covid,29/07/22,Pen,Jaipur,1008,01/08/22,01/08/22,0,350,199.5,150.5
20770,Post Covid,22/12/22,Tirora,Gaya,1979,26/12/22,25/12/22,-1,500,290,210
20771,Post Covid,14/02/22,Ponnur,Samastipur,303,15/02/22,15/02/22,0,200,108,92
20772,Covid,08/11/21,Purnia,Sangareddy,1379,11/11/21,12/11/21,1,350,297.5,52.5
20773,Post Covid,13/07/22,Silapathar,Pipar City,1162,16/07/22,16/07/22,0,350,206.5,143.5
20774,Covid,07/12/20,Neem-Ka-Thana,Salaya,1669,11/12/20,12/12/20,1,500,395,105
20775,Covid,09/12/21,Panruti,Vedaranyam,1425,12/12/21,13/12/21,1,350,273,77
20776,Covid,26/03/21,Pipariya,Rajgir,1892,30/03/21,01/04/21,2,500,410,90
20777,Covid,08/08/21,Manwath,Udgir,1084,11/08/21,12/08/21,1,350,266,84
20778,Post Covid,29/06/22,Guntakal,Vapi,2059,04/07/22,03/07/22,-1,500,270,230
20779,Covid,29/07/20,Panchkula,Tarikere,506,31/07/20,31/07/20,0,200,160,40
20780,Post Covid,08/11/22,Murtijapur,Shahbad,2424,13/11/22,12/11/22,-1,500,295,205
20781,Covid,24/11/21,Mainaguri,Proddatur,687,26/11/21,26/11/21,0,200,150,50
20782,Covid,06/12/21,Mahemdabad,Zira,669,08/12/21,08/12/21,0,200,162,38
20783,Covid,28/10/21,Gurdaspur,Afzalpur,65,29/10/21,29/10/21,0,100,81,19
20784,Covid,20/11/20,Surat,Belonia,184,21/11/20,21/11/20,0,100,76,24
20785,Covid,10/09/21,Patur,Umarga,1254,13/09/21,14/09/21,1,350,290.5,59.5
20786,Post Covid,08/11/22,Sausar,Maharajganj,1268,11/11/22,11/11/22,0,350,175,175
20787,Post Covid,26/10/22,Vadodara,Rampura Phul,1177,29/10/22,29/10/22,0,350,206.5,143.5
20788,Covid,05/05/20,Anantnag,Vatakara,2413,10/05/20,12/05/20,2,500,375,125
20789,Post Covid,17/10/22,Namagiripettai,Sikandrabad,621,19/10/22,19/10/22,0,200,116,84
20790,Post Covid,27/01/22,Muddebihal,Pen,2076,01/02/22,31/01/22,-1,500,280,220
20791,Covid,23/05/20,Rasipuram,Ranipet,1790,27/05/20,29/05/20,2,500,395,105
20792,Covid,23/11/20,PurqUrban Agglomerationzi,Tiruvannamalai,1178,26/11/20,27/11/20,1,350,287,63
20793,Post Covid,08/04/22,Rawatbhata,Malavalli,1280,11/04/22,11/04/22,0,350,175,175
20794,Covid,16/12/20,Sathyamangalam,Ramgarh,790,18/12/20,18/12/20,0,350,297.5,52.5
20795,Covid,01/10/20,Yadgir,Dimapur,1548,05/10/20,06/10/20,1,500,425,75
20796,Covid,20/12/21,Sirohi,Periyakulam,185,21/12/21,21/12/21,0,100,75,25
20797,Covid,06/04/21,Ramagundam,Sullurpeta,2479,11/04/21,13/04/21,2,500,425,75
20798,Post Covid,06/11/22,Achalpur,Adityapur,2037,11/11/22,10/11/22,-1,500,290,210
20799,Post Covid,06/01/22,Barpeta,Takhatgarh,459,07/01/22,07/01/22,0,200,120,80
20800,Post Covid,02/11/22,Alirajpur,Tarikere,2224,07/11/22,06/11/22,-1,500,255,245
20801,Post Covid,23/06/22,Tenkasi,Rasra,1613,27/06/22,26/06/22,-1,500,265,235
20802,Post Covid,20/11/22,Madhubani,Rosera,130,21/11/22,21/11/22,0,100,55,45
20803,Covid,07/11/20,Shrigonda,Phulabani,893,09/11/20,09/11/20,0,350,294,56
20804,Post Covid,03/03/22,Raigarh,Jhumri Tilaiya,558,05/03/22,05/03/22,0,200,112,88
20805,Post Covid,04/05/22,Ottappalam,Namakkal,1229,07/05/22,07/05/22,0,350,203,147
20806,Post Covid,02/08/22,Malappuram,Bhagalpur,2187,07/08/22,06/08/22,-1,500,280,220
20807,Post Covid,02/04/22,Guruvayoor,Kollam,1387,05/04/22,05/04/22,0,350,182,168
20808,Covid,01/01/21,Vinukonda,Nokha,406,02/01/21,02/01/21,0,200,156,44
20809,Post Covid,01/07/22,Zunheboto,Baripada Town,2477,06/07/22,05/07/22,-1,500,265,235
20810,Post Covid,21/04/22,Pattamundai,Mahuva,1505,25/04/22,24/04/22,-1,500,285,215
20811,Covid,22/01/21,Rawatsar,Rajgarh,1530,26/01/21,27/01/21,1,500,395,105
20812,Covid,26/09/21,Orai,Renukoot,183,27/09/21,27/09/21,0,100,79,21
20813,Covid,02/11/21,Shikaripur,Suryapet,1824,06/11/21,08/11/21,2,500,415,85
20814,Covid,22/06/20,Punalur,Shrirangapattana,1399,25/06/20,26/06/20,1,350,262.5,87.5
20815,Covid,23/09/20,Malegaon,Namagiripettai,646,25/09/20,25/09/20,0,200,160,40
20816,Covid,17/07/20,Tirukalukundram,Shahganj,1916,21/07/20,23/07/20,2,500,375,125
20817,Covid,06/07/21,Adoni,Sultanganj,1596,10/07/21,11/07/21,1,500,385,115
20818,Post Covid,22/06/22,Sirsa,Pudupattinam,513,24/06/22,24/06/22,0,200,108,92
20819,Post Covid,02/05/22,Punjaipugalur,Ahmednagar,453,03/05/22,03/05/22,0,200,104,96
20820,Post Covid,04/06/22,Padmanabhapuram,Virudhunagar,928,06/06/22,06/06/22,0,350,196,154
20821,Post Covid,15/07/22,Simdega,Manwath,1755,19/07/22,18/07/22,-1,500,275,225
20822,Post Covid,07/01/22,Malappuram,Patti,52,08/01/22,08/01/22,0,100,54,46
20823,Post Covid,21/10/22,Sahibganj,Chikkamagaluru,277,22/10/22,22/10/22,0,200,106,94
20824,Covid,04/04/21,Raiganj,Tohana,1734,08/04/21,09/04/21,1,500,380,120
20825,Covid,12/04/20,Bathinda,Gohana,1360,15/04/20,16/04/20,1,350,287,63
20826,Post Covid,07/10/22,Satana,Manvi,1450,10/10/22,10/10/22,0,350,185.5,164.5
20827,Covid,07/10/21,Guwahati,Dalli-Rajhara,1609,11/10/21,12/10/21,1,500,395,105
20828,Covid,25/05/20,Rajula,Shikohabad,659,27/05/20,27/05/20,0,200,162,38
20829,Post Covid,06/11/22,Lalsot,Rajagangapur,755,08/11/22,08/11/22,0,350,192.5,157.5
20830,Covid,26/12/20,Rajaldesar,Nadiad,1178,29/12/20,30/12/20,1,350,287,63
20831,Covid,24/12/20,Allahabad,Gwalior,248,25/12/20,25/12/20,0,100,85,15
20832,Post Covid,23/10/22,Jhansi,Sidlaghatta,1890,27/10/22,26/10/22,-1,500,280,220
20833,Covid,21/11/21,Muddebihal,Rasra,1661,25/11/21,26/11/21,1,500,420,80
20834,Covid,30/07/21,Shrirampur,Patratu,2158,04/08/21,06/08/21,2,500,395,105
20835,Post Covid,14/05/22,Raurkela,"Shamsabad, Farrukhabad",1048,17/05/22,17/05/22,0,350,196,154
20836,Covid,06/07/21,Shrirangapattana,Davanagere,1172,09/07/21,10/07/21,1,350,262.5,87.5
20837,Post Covid,07/01/22,Guwahati,Sheikhpura,1925,11/01/22,10/01/22,-1,500,250,250
20838,Post Covid,08/09/22,Bhavnagar,Pathanamthitta,242,09/09/22,09/09/22,0,100,56,44
20839,Covid,11/09/20,Todaraisingh,Visakhapatnam,1677,15/09/20,16/09/20,1,500,385,115
20840,Covid,30/07/21,Shrigonda,Sambhal,1329,02/08/21,03/08/21,1,350,290.5,59.5
20841,Covid,23/08/20,Warhapur,Thiruvarur,842,25/08/20,25/08/20,0,350,276.5,73.5
20842,Post Covid,06/07/22,Mahnar Bazar,Madhupur,229,07/07/22,07/07/22,0,100,60,40
20843,Covid,06/04/20,Rajahmundry,Pandharpur,377,07/04/20,07/04/20,0,200,162,38
20844,Post Covid,29/08/22,Narayanpet,Nanpara,1046,01/09/22,01/09/22,0,350,182,168
20845,Post Covid,29/07/22,Adoor,P.N.Patti,1556,02/08/22,01/08/22,-1,500,275,225
20846,Post Covid,26/03/22,Pipar City,"Shamsabad, Farrukhabad",396,27/03/22,27/03/22,0,200,118,82
20847,Post Covid,04/02/22,Mahbubnagar,Purnia,1426,07/02/22,07/02/22,0,350,210,140
20848,Covid,24/12/20,Natham,Pathardi,371,25/12/20,25/12/20,0,200,154,46
20849,Covid,27/06/21,Todabhim,Pindwara,2123,02/07/21,04/07/21,2,500,410,90
20850,Covid,30/11/21,Suriyampalayam,Morshi,938,02/12/21,02/12/21,0,350,273,77
20851,Covid,31/05/21,Ladnu,Athni,831,02/06/21,02/06/21,0,350,266,84
20852,Post Covid,04/01/22,Gangarampur,Lumding,1900,08/01/22,07/01/22,-1,500,270,230
20853,Post Covid,23/09/22,Achalpur,Meerut,924,25/09/22,25/09/22,0,350,196,154
20854,Post Covid,02/10/22,Taki,Nokha,2453,07/10/22,06/10/22,-1,500,290,210
20855,Post Covid,15/09/22,Suriyampalayam,Seoni-Malwa,2390,20/09/22,19/09/22,-1,500,280,220
20856,Covid,24/07/21,Robertson Pet,Sinnar,873,26/07/21,26/07/21,0,350,273,77
20857,Covid,05/03/21,Pondicherry,Panagar,1107,08/03/21,09/03/21,1,350,283.5,66.5
20858,Post Covid,15/09/22,Rajpipla,New Delhi,1465,18/09/22,18/09/22,0,350,199.5,150.5
20859,Covid,18/10/20,Firozabad,Powayan,2239,23/10/20,25/10/20,2,500,425,75
20860,Post Covid,03/02/22,Noida,Mancherial,2464,08/02/22,07/02/22,-1,500,295,205
20861,Covid,12/10/21,Nanpara,Palghar,1156,15/10/21,16/10/21,1,350,269.5,80.5
20862,Post Covid,06/11/22,Ichalkaranji,Tehri,1849,10/11/22,09/11/22,-1,500,250,250
20863,Covid,08/04/21,Murtijapur,Itarsi,2148,13/04/21,15/04/21,2,500,425,75
20864,Post Covid,25/06/22,Nowgong,Pipariya,1452,28/06/22,28/06/22,0,350,182,168
20865,Post Covid,17/02/22,Dhule,Pachore,2033,22/02/22,21/02/22,-1,500,260,240
20866,Covid,30/03/20,Pavagada,Ratlam,224,31/03/20,31/03/20,0,100,75,25
20867,Covid,13/02/21,Rohtak,Sagara,1513,17/02/21,18/02/21,1,500,395,105
20868,Covid,20/07/20,Belonia,Bhainsa,1471,23/07/20,24/07/20,1,350,262.5,87.5
20869,Post Covid,08/03/22,Kalpi,Mandi Dabwali,2407,13/03/22,12/03/22,-1,500,250,250
20870,Post Covid,27/08/22,Darjiling,Vinukonda,894,29/08/22,29/08/22,0,350,178.5,171.5
20871,Covid,09/08/21,Chirkunda,Gobindgarh,1701,13/08/21,14/08/21,1,500,380,120
20872,Post Covid,24/09/22,Tarakeswar,Udupi,357,25/09/22,25/09/22,0,200,102,98
20873,Post Covid,14/04/22,Sehore,Obra,1306,17/04/22,17/04/22,0,350,206.5,143.5
20874,Covid,07/08/21,Silchar,Nokha,2337,12/08/21,14/08/21,2,500,425,75
20875,Covid,21/01/21,Durg,Uchgaon,2073,26/01/21,28/01/21,2,500,405,95
20876,Covid,28/06/20,Neyyattinkara,Rishikesh,1056,01/07/20,02/07/20,1,350,290.5,59.5
20877,Post Covid,16/07/22,Margao,Mahemdabad,1942,20/07/22,19/07/22,-1,500,295,205
20878,Post Covid,27/03/22,Patiala,Kothagudem,1155,30/03/22,30/03/22,0,350,196,154
20879,Post Covid,23/06/22,Multai,Sausar,1509,27/06/22,26/06/22,-1,500,265,235
20880,Post Covid,23/12/22,Surapura,Muktsar,1453,26/12/22,26/12/22,0,350,206.5,143.5
20881,Covid,26/03/21,Sircilla,Rajura,588,28/03/21,28/03/21,0,200,160,40
20882,Covid,28/10/21,Patan,Seohara,1701,01/11/21,02/11/21,1,500,390,110
20883,Covid,16/05/21,Dhule,Dhenkanal,1558,20/05/21,21/05/21,1,500,420,80
20884,Covid,18/04/20,Renigunta,Modasa,1905,22/04/20,24/04/20,2,500,380,120
20885,Post Covid,06/05/22,Kakinada,Phalodi,976,08/05/22,08/05/22,0,350,192.5,157.5
20886,Post Covid,13/02/22,Yemmiganur,Nanjikottai,225,14/02/22,14/02/22,0,100,60,40
20887,Covid,08/01/21,Umbergaon,Mahad,2417,13/01/21,15/01/21,2,500,415,85
20888,Post Covid,29/12/22,Saharanpur,Santipur,357,30/12/22,30/12/22,0,200,104,96
20889,Covid,08/11/20,Aurangabad,Katihar,282,09/11/20,09/11/20,0,200,160,40
20890,Covid,24/05/21,Sohagpur,Sumerpur,890,26/05/21,26/05/21,0,350,276.5,73.5
20891,Covid,26/12/20,Saiha,Darjiling,1484,29/12/20,30/12/20,1,350,283.5,66.5
20892,Covid,11/08/21,Talaja,Jamshedpur,323,12/08/21,12/08/21,0,200,164,36
20893,Covid,12/09/21,Sarangpur,Guntur,583,14/09/21,14/09/21,0,200,162,38
20894,Covid,03/04/20,Ponnani,Cuttack,575,05/04/20,05/04/20,0,200,158,42
20895,Covid,14/02/21,Pollachi,"Shikarpur, Bulandshahr",1198,17/02/21,18/02/21,1,350,269.5,80.5
20896,Covid,02/07/21,Naugachhia,Sardhana,716,04/07/21,04/07/21,0,200,162,38
20897,Post Covid,16/07/22,Haldwani-cum-Kathgodam,Paradip,2036,21/07/22,20/07/22,-1,500,275,225
20898,Post Covid,04/02/22,Purwa,Sankarankovil,1437,07/02/22,07/02/22,0,350,199.5,150.5
20899,Post Covid,10/02/22,Mandla,Jalpaiguri,231,11/02/22,11/02/22,0,100,51,49
20900,Post Covid,29/10/22,Lohardaga,Rawatsar,2475,03/11/22,02/11/22,-1,500,290,210
20901,Covid,11/06/20,Ramtek,Nokha,2467,16/06/20,18/06/20,2,500,410,90
20902,Covid,26/10/21,Tilhar,Kurnool,2233,31/10/21,02/11/21,2,500,375,125
20903,Covid,22/02/21,Revelganj,Lahar,74,23/02/21,23/02/21,0,100,81,19
20904,Covid,25/01/21,Navalgund,Jalandhar,1234,28/01/21,29/01/21,1,350,290.5,59.5
20905,Covid,26/03/20,Nagapattinam,Sikandra Rao,930,28/03/20,28/03/20,0,350,283.5,66.5
20906,Post Covid,01/10/22,Narsipatnam,Vijaypur,1047,04/10/22,04/10/22,0,350,189,161
20907,Post Covid,27/09/22,Sadasivpet,Palitana,2483,02/10/22,01/10/22,-1,500,260,240
20908,Covid,23/06/20,Lahar,Pallapatti,72,24/06/20,24/06/20,0,100,80,20
20909,Post Covid,20/05/22,Nohar,Kadapa,1044,23/05/22,23/05/22,0,350,175,175
20910,Post Covid,04/07/22,Raisen,Coimbatore,2253,09/07/22,08/07/22,-1,500,250,250
20911,Post Covid,06/08/22,Shrigonda,Adityapur,1649,10/08/22,09/08/22,-1,500,290,210
20912,Post Covid,23/10/22,Dharmanagar,Paschim Punropara,1285,26/10/22,26/10/22,0,350,192.5,157.5
20913,Post Covid,18/11/22,Panipat,Jagraon,2097,23/11/22,22/11/22,-1,500,250,250
20914,Post Covid,13/11/22,Vaijapur,Anjangaon,2247,18/11/22,17/11/22,-1,500,260,240
20915,Post Covid,19/01/22,Nehtaur,KathUrban Agglomeration,1544,23/01/22,22/01/22,-1,500,290,210
20916,Post Covid,23/08/22,Sikar,Uran Islampur,2176,28/08/22,27/08/22,-1,500,265,235
20917,Covid,15/06/20,Loha,Bhilwara,597,17/06/20,17/06/20,0,200,164,36
20918,Post Covid,31/05/22,Orai,Latur,921,02/06/22,02/06/22,0,350,178.5,171.5
20919,Post Covid,02/11/22,Kodungallur,Sawantwadi,561,04/11/22,04/11/22,0,200,120,80
20920,Covid,25/09/21,Viswanatham,Phillaur,807,27/09/21,27/09/21,0,350,273,77
20921,Covid,28/05/21,Tiruchengode,Tirukkoyilur,1120,31/05/21,01/06/21,1,350,280,70
20922,Post Covid,11/09/22,Shivamogga,Vijaypur,2217,16/09/22,15/09/22,-1,500,265,235
20923,Post Covid,14/10/22,Samalkot,Mandamarri,770,16/10/22,16/10/22,0,350,182,168
20924,Post Covid,26/02/22,Pandharkaoda,Kharar,1122,01/03/22,01/03/22,0,350,206.5,143.5
20925,Covid,18/11/20,Palladam,Adyar,1044,21/11/20,22/11/20,1,350,283.5,66.5
20926,Post Covid,16/02/22,Manawar,Dharmavaram,1651,20/02/22,19/02/22,-1,500,270,230
20927,Covid,26/05/20,Suriyampalayam,Anand,1267,29/05/20,30/05/20,1,350,273,77
20928,Covid,15/05/20,Warud,Reengus,2179,20/05/20,22/05/20,2,500,385,115
20929,Covid,30/06/21,Thodupuzha,Shikaripur,2486,05/07/21,07/07/21,2,500,425,75
20930,Covid,05/04/21,Naraura,Khambhat,1370,08/04/21,09/04/21,1,350,262.5,87.5
20931,Covid,22/09/20,Suryapet,Ponneri,1324,25/09/20,26/09/20,1,350,287,63
20932,Post Covid,19/12/22,Meerut,Vasai-Virar,1575,23/12/22,22/12/22,-1,500,260,240
20933,Post Covid,02/11/22,Srinagar,Maddur,1659,06/11/22,05/11/22,-1,500,280,220
20934,Covid,22/07/21,Narasaraopet,Vellore,246,23/07/21,23/07/21,0,100,77,23
20935,Covid,24/02/21,Puttur,Loha,342,25/02/21,25/02/21,0,200,150,50
20936,Covid,23/10/21,Wadhwan,Goalpara,1127,26/10/21,27/10/21,1,350,290.5,59.5
20937,Post Covid,25/12/22,Tarbha,Navsari,485,26/12/22,26/12/22,0,200,110,90
20938,Covid,18/04/20,Mundi,Udaipurwati,560,20/04/20,20/04/20,0,200,164,36
20939,Post Covid,18/10/22,Purwa,Sihor,1619,22/10/22,21/10/22,-1,500,255,245
20940,Covid,17/07/21,"Shahabad, Hardoi",Marigaon,1748,21/07/21,22/07/21,1,500,385,115
20941,Post Covid,22/09/22,Tiruchengode,Chalakudy,446,23/09/22,23/09/22,0,200,108,92
20942,Post Covid,22/03/22,Zamania,Vadipatti,1146,25/03/22,25/03/22,0,350,199.5,150.5
20943,Post Covid,21/10/22,Medak,Udhagamandalam,176,22/10/22,22/10/22,0,100,56,44
20944,Post Covid,27/04/22,Mahad,Vadodara,651,29/04/22,29/04/22,0,200,108,92
20945,Post Covid,18/09/22,Maddur,Narsipatnam,1822,22/09/22,21/09/22,-1,500,250,250
20946,Post Covid,08/05/22,Ladnu,Bagaha,2028,13/05/22,12/05/22,-1,500,290,210
20947,Covid,13/11/20,Mariani,Nawabganj,1222,16/11/20,17/11/20,1,350,297.5,52.5
20948,Post Covid,18/03/22,Yadgir,Robertson Pet,142,19/03/22,19/03/22,0,100,58,42
20949,Covid,13/02/21,Ramganj Mandi,Umreth,2395,18/02/21,20/02/21,2,500,405,95
20950,Covid,15/02/21,Udhampur,Morvi,1246,18/02/21,19/02/21,1,350,287,63
20951,Covid,25/06/20,Nellore,Sirohi,550,27/06/20,27/06/20,0,200,164,36
20952,Covid,12/09/21,Ranavav,Kapurthala,1407,15/09/21,16/09/21,1,350,283.5,66.5
20953,Post Covid,24/03/22,Pithampur,Medininagar (Daltonganj),1347,27/03/22,27/03/22,0,350,192.5,157.5
20954,Covid,11/06/20,Varkala,Maddur,1715,15/06/20,16/06/20,1,500,390,110
20955,Post Covid,14/08/22,Padra,Shimla,596,16/08/22,16/08/22,0,200,114,86
20956,Covid,10/09/21,BhabUrban Agglomeration,Mavoor,1188,13/09/21,14/09/21,1,350,269.5,80.5
20957,Post Covid,27/07/22,Kurnool,Amroha,1974,31/07/22,30/07/22,-1,500,285,215
20958,Covid,24/09/21,Pali,Balangir,1000,26/09/21,26/09/21,0,350,297.5,52.5
20959,Covid,04/04/20,Mangaldoi,Guruvayoor,2350,09/04/20,11/04/20,2,500,400,100
20960,Post Covid,08/06/22,Lunawada,Akola,786,10/06/22,10/06/22,0,350,192.5,157.5
20961,Post Covid,04/06/22,Nandgaon,Udumalaipettai,1487,07/06/22,07/06/22,0,350,196,154
20962,Post Covid,10/02/22,Manendragarh,Nandyal,912,12/02/22,12/02/22,0,350,189,161
20963,Post Covid,13/04/22,Renukoot,Limbdi,549,15/04/22,15/04/22,0,200,102,98
20964,Covid,15/11/20,Tenu dam-cum-Kathhara,Rawatsar,292,16/11/20,16/11/20,0,200,156,44
20965,Post Covid,09/06/22,Narkatiaganj,Warhapur,2467,14/06/22,13/06/22,-1,500,275,225
20966,Covid,08/05/21,Sangaria,Tumsar,2084,13/05/21,15/05/21,2,500,415,85
20967,Post Covid,06/10/22,Ponneri,Kollam,743,08/10/22,08/10/22,0,200,104,96
20968,Covid,16/02/21,Amalner,Phagwara,2452,21/02/21,23/02/21,2,500,390,110
20969,Covid,18/10/21,Tonk,Chatra,277,19/10/21,19/10/21,0,200,150,50
20970,Covid,29/03/20,Sangareddy,Anantnag,1732,02/04/20,03/04/20,1,500,410,90
20971,Post Covid,08/06/22,Prantij,Moga,308,09/06/22,09/06/22,0,200,116,84
20972,Post Covid,25/05/22,Mandamarri,Sidhi,1405,28/05/22,28/05/22,0,350,206.5,143.5
20973,Covid,07/08/20,Deoghar,Peddapuram,2236,12/08/20,14/08/20,2,500,415,85
20974,Post Covid,16/11/22,Ludhiana,Ramachandrapuram,2017,21/11/22,20/11/22,-1,500,260,240
20975,Covid,01/07/21,Adilabad,Adityapur,641,03/07/21,03/07/21,0,200,168,32
20976,Covid,04/05/20,Ashok Nagar,Sanand,602,06/05/20,06/05/20,0,200,162,38
20977,Covid,28/09/20,Jamui,Niwai,1782,02/10/20,04/10/20,2,500,425,75
20978,Covid,09/06/20,Hubli-Dharwad,Hugli-Chinsurah,548,11/06/20,11/06/20,0,200,168,32
20979,Covid,12/02/21,Ahmednagar,Rahuri,354,13/02/21,13/02/21,0,200,150,50
20980,Covid,31/03/20,Virudhachalam,Malur,1202,03/04/20,04/04/20,1,350,276.5,73.5
20981,Covid,20/12/21,Shiggaon,"Shahabad, Rampur",2080,25/12/21,27/12/21,2,500,405,95
20982,Covid,20/08/20,Chilakaluripet,Cuttack,2321,25/08/20,27/08/20,2,500,405,95
20983,Post Covid,09/08/22,Hazaribag,Rewari,540,11/08/22,11/08/22,0,200,116,84
20984,Post Covid,24/12/22,Modasa,Chatra,1237,27/12/22,27/12/22,0,350,206.5,143.5
20985,Post Covid,22/06/22,Adra,Maner,2237,27/06/22,26/06/22,-1,500,255,245
20986,Post Covid,18/07/22,Gopalganj,Vadodara,1381,21/07/22,21/07/22,0,350,206.5,143.5
20987,Post Covid,14/02/22,Nimbahera,Saidpur,1447,17/02/22,17/02/22,0,350,210,140
20988,Covid,15/07/21,Thane,Sanand,2335,20/07/21,22/07/21,2,500,385,115
20989,Covid,20/10/21,Hardoi ,Nawanshahr,1546,24/10/21,25/10/21,1,500,415,85
20990,Covid,11/01/21,Vaniyambadi,Sihora,119,12/01/21,12/01/21,0,100,85,15
20991,Covid,18/09/21,Sultanpur,Visnagar,2127,23/09/21,25/09/21,2,500,375,125
20992,Post Covid,13/09/22,Chirkunda,Marmagao,199,14/09/22,14/09/22,0,100,57,43
20993,Post Covid,26/11/22,Vellore,Chittur-Thathamangalam,1509,30/11/22,29/11/22,-1,500,255,245
20994,Post Covid,28/10/22,Rupnagar,Washim,1523,01/11/22,31/10/22,-1,500,280,220
20995,Covid,09/08/20,Madhepura,New Delhi,2324,14/08/20,16/08/20,2,500,380,120
20996,Covid,30/05/21,Sihor,Sedam,414,31/05/21,31/05/21,0,200,158,42
20997,Post Covid,26/06/22,Visnagar,Magadi,1242,29/06/22,29/06/22,0,350,189,161
20998,Post Covid,04/02/22,Tamluk,Rishikesh,1228,07/02/22,07/02/22,0,350,199.5,150.5
20999,Covid,13/08/20,Mungeli,Shenkottai,2192,18/08/20,20/08/20,2,500,375,125
21000,Post Covid,09/02/22,Fazilka,Noorpur,844,11/02/22,11/02/22,0,350,196,154
21001,Covid,18/10/21,Gobichettipalayam,Ponnur,2077,23/10/21,25/10/21,2,500,385,115
